Sig	ips	exposure	denovo
UV_Skin_D	HPSI0614i-liqa_1	0	denovo
Skin_E	HPSI0614i-liqa_1	0	denovo
Skin_F	HPSI0614i-liqa_1	0	denovo
Skin_G	HPSI0614i-liqa_1	0	denovo
Skin_H	HPSI0614i-liqa_1	178.093931398417	denovo
Skin_I	HPSI0614i-liqa_1	0	denovo
UV_Skin_J	HPSI0614i-liqa_1	0	denovo
Culture	HPSI0614i-liqa_6	514.914552736983	denovo
Skin_B	HPSI0614i-liqa_6	0	denovo
Skin_C	HPSI0614i-liqa_6	0	denovo
UV_Skin_D	HPSI0614i-liqa_6	0	denovo
Skin_E	HPSI0614i-liqa_6	0	denovo
Skin_F	HPSI0614i-liqa_6	0	denovo
Skin_G	HPSI0614i-liqa_6	0	denovo
Skin_H	HPSI0614i-liqa_6	89.5941255006676	denovo
Skin_I	HPSI0614i-liqa_6	0	denovo
UV_Skin_J	HPSI0614i-liqa_6	0	denovo
Culture	HPSI0614i-lirf_5	543.597540525433	denovo
Skin_B	HPSI0614i-lirf_5	0	denovo
Skin_C	HPSI0614i-lirf_5	0	denovo
UV_Skin_D	HPSI0614i-lirf_5	0	denovo
Skin_E	HPSI0614i-lirf_5	0	denovo
Skin_F	HPSI0614i-lirf_5	0	denovo
Skin_G	HPSI0614i-lirf_5	0	denovo
Skin_H	HPSI0614i-lirf_5	228.372275013974	denovo
Skin_I	HPSI0614i-lirf_5	0	denovo
UV_Skin_J	HPSI0614i-lirf_5	0	denovo
Culture	HPSI0614i-lirf_6	531.883835616438	denovo
Skin_B	HPSI0614i-lirf_6	0	denovo
Skin_C	HPSI0614i-lirf_6	0	denovo
UV_Skin_D	HPSI0614i-lirf_6	0	denovo
Skin_E	HPSI0614i-lirf_6	0	denovo
Skin_F	HPSI0614i-lirf_6	0	denovo
Skin_G	HPSI0614i-lirf_6	0	denovo
Skin_H	HPSI0614i-lirf_6	204.922739726027	denovo
Skin_I	HPSI0614i-lirf_6	0	denovo
UV_Skin_J	HPSI0614i-lirf_6	0	denovo
Culture	HPSI0614i-miaj_4	990.799182903834	denovo
Skin_B	HPSI0614i-miaj_4	0	denovo
Skin_C	HPSI0614i-miaj_4	0	denovo
UV_Skin_D	HPSI0614i-miaj_4	231.681961030798	denovo
Skin_E	HPSI0614i-miaj_4	0	denovo
Skin_F	HPSI0614i-miaj_4	0	denovo
Skin_G	HPSI0614i-miaj_4	0	denovo
Skin_H	HPSI0614i-miaj_4	218.355122564425	denovo
Skin_I	HPSI0614i-miaj_4	0	denovo
UV_Skin_J	HPSI0614i-miaj_4	0	denovo
Culture	HPSI0614i-miaj_6	710.275065104167	denovo
Skin_B	HPSI0614i-miaj_6	0	denovo
Skin_C	HPSI0614i-miaj_6	0	denovo
UV_Skin_D	HPSI0614i-miaj_6	0	denovo
Skin_E	HPSI0614i-miaj_6	0	denovo
Skin_F	HPSI0614i-miaj_6	0	denovo
Skin_G	HPSI0614i-miaj_6	0	denovo
Skin_H	HPSI0614i-miaj_6	301.8037109375	denovo
Skin_I	HPSI0614i-miaj_6	0	denovo
UV_Skin_J	HPSI0614i-miaj_6	0	denovo
Culture	HPSI0614i-oicx_2	538.718052738337	denovo
Skin_B	HPSI0614i-oicx_2	0	denovo
Skin_C	HPSI0614i-oicx_2	0	denovo
UV_Skin_D	HPSI0614i-oicx_2	490.474645030426	denovo
Skin_E	HPSI0614i-oicx_2	0	denovo
Skin_F	HPSI0614i-oicx_2	0	denovo
Skin_G	HPSI0614i-oicx_2	308.054259634888	denovo
Skin_H	HPSI0614i-oicx_2	237.196754563895	denovo
Skin_I	HPSI0614i-oicx_2	0	denovo
UV_Skin_J	HPSI0614i-oicx_2	0	denovo
Culture	HPSI0614i-oicx_6	529.311907514451	denovo
Skin_B	HPSI0614i-oicx_6	0	denovo
Skin_C	HPSI0614i-oicx_6	238.241156069364	denovo
UV_Skin_D	HPSI0614i-oicx_6	627.351445086705	denovo
Skin_E	HPSI0614i-oicx_6	0	denovo
Skin_F	HPSI0614i-oicx_6	0	denovo
Skin_G	HPSI0614i-oicx_6	320.533410404624	denovo
Skin_H	HPSI0614i-oicx_6	204.714682080925	denovo
Skin_I	HPSI0614i-oicx_6	0	denovo
UV_Skin_J	HPSI0614i-oicx_6	0	denovo
Culture	HPSI0614i-paab_3	455.572790845518	denovo
Skin_B	HPSI0614i-paab_3	0	denovo
Skin_C	HPSI0614i-paab_3	0	denovo
UV_Skin_D	HPSI0614i-paab_3	0	denovo
Skin_E	HPSI0614i-paab_3	0	denovo
Skin_F	HPSI0614i-paab_3	0	denovo
Skin_G	HPSI0614i-paab_3	0	denovo
Skin_H	HPSI0614i-paab_3	167.248569612206	denovo
Skin_I	HPSI0614i-paab_3	0	denovo
UV_Skin_J	HPSI0614i-paab_3	0	denovo
Culture	HPSI0614i-paab_4	633.084484590861	denovo
Skin_B	HPSI0614i-paab_4	0	denovo
Skin_C	HPSI0614i-paab_4	0	denovo
UV_Skin_D	HPSI0614i-paab_4	0	denovo
Skin_E	HPSI0614i-paab_4	0	denovo
Skin_F	HPSI0614i-paab_4	0	denovo
Skin_G	HPSI0614i-paab_4	0	denovo
Skin_H	HPSI0614i-paab_4	140.346439957492	denovo
Skin_I	HPSI0614i-paab_4	0	denovo
UV_Skin_J	HPSI0614i-paab_4	0	denovo
Culture	HPSI0614i-puhk_2	785.605802585935	denovo
Skin_B	HPSI0614i-puhk_2	0	denovo
Skin_C	HPSI0614i-puhk_2	0	denovo
UV_Skin_D	HPSI0614i-puhk_2	0	denovo
Skin_E	HPSI0614i-puhk_2	0	denovo
Skin_F	HPSI0614i-puhk_2	0	denovo
Skin_G	HPSI0614i-puhk_2	0	denovo
Skin_H	HPSI0614i-puhk_2	197.916114790287	denovo
Skin_I	HPSI0614i-puhk_2	194.886786502681	denovo
UV_Skin_J	HPSI0614i-puhk_2	0	denovo
Culture	HPSI0614i-puhk_5	696.928888888889	denovo
Skin_B	HPSI0614i-puhk_5	0	denovo
Skin_C	HPSI0614i-puhk_5	0	denovo
UV_Skin_D	HPSI0614i-puhk_5	0	denovo
Skin_E	HPSI0614i-puhk_5	0	denovo
Skin_F	HPSI0614i-puhk_5	0	denovo
Skin_G	HPSI0614i-puhk_5	0	denovo
Skin_H	HPSI0614i-puhk_5	277.011111111111	denovo
Skin_I	HPSI0614i-puhk_5	0	denovo
UV_Skin_J	HPSI0614i-puhk_5	0	denovo
Culture	HPSI0614i-qunz_2	855.900738916256	denovo
Skin_B	HPSI0614i-qunz_2	0	denovo
Skin_C	HPSI0614i-qunz_2	0	denovo
UV_Skin_D	HPSI0614i-qunz_2	0	denovo
Skin_E	HPSI0614i-qunz_2	0	denovo
Skin_F	HPSI0614i-qunz_2	0	denovo
Skin_G	HPSI0614i-qunz_2	495.494950738916	denovo
Skin_H	HPSI0614i-qunz_2	479.868965517241	denovo
Skin_I	HPSI0614i-qunz_2	0	denovo
UV_Skin_J	HPSI0614i-qunz_2	1570.15948275862	denovo
Culture	HPSI0614i-qunz_3	685.007663782447	denovo
Skin_B	HPSI0614i-qunz_3	0	denovo
Skin_C	HPSI0614i-qunz_3	0	denovo
UV_Skin_D	HPSI0614i-qunz_3	425.315203955501	denovo
Skin_E	HPSI0614i-qunz_3	0	denovo
Skin_F	HPSI0614i-qunz_3	0	denovo
Skin_G	HPSI0614i-qunz_3	467.846724351051	denovo
Skin_H	HPSI0614i-qunz_3	536.897898640297	denovo
Skin_I	HPSI0614i-qunz_3	0	denovo
UV_Skin_J	HPSI0614i-qunz_3	1520.12657601978	denovo
Culture	HPSI0614i-uevq_4	802.511704312115	denovo
Skin_B	HPSI0614i-uevq_4	0	denovo
Skin_C	HPSI0614i-uevq_4	0	denovo
UV_Skin_D	HPSI0614i-uevq_4	0	denovo
Skin_E	HPSI0614i-uevq_4	0	denovo
Skin_F	HPSI0614i-uevq_4	153.294455852156	denovo
Skin_G	HPSI0614i-uevq_4	0	denovo
Skin_H	HPSI0614i-uevq_4	141.619712525667	denovo
Skin_I	HPSI0614i-uevq_4	0	denovo
UV_Skin_J	HPSI0614i-uevq_4	0	denovo
Culture	HPSI0614i-uevq_6	654.159173126615	denovo
Skin_B	HPSI0614i-uevq_6	0	denovo
Skin_C	HPSI0614i-uevq_6	0	denovo
UV_Skin_D	HPSI0614i-uevq_6	0	denovo
Skin_E	HPSI0614i-uevq_6	0	denovo
Skin_F	HPSI0614i-uevq_6	0	denovo
Skin_G	HPSI0614i-uevq_6	0	denovo
Skin_H	HPSI0614i-uevq_6	219.237209302326	denovo
Skin_I	HPSI0614i-uevq_6	0	denovo
UV_Skin_J	HPSI0614i-uevq_6	0	denovo
Culture	HPSI0614i-uilk_2	473.397993311037	denovo
Skin_B	HPSI0614i-uilk_2	0	denovo
Skin_C	HPSI0614i-uilk_2	0	denovo
UV_Skin_D	HPSI0614i-uilk_2	0	denovo
Skin_E	HPSI0614i-uilk_2	0	denovo
Skin_F	HPSI0614i-uilk_2	0	denovo
Skin_G	HPSI0614i-uilk_2	0	denovo
Skin_H	HPSI0614i-uilk_2	189.359197324415	denovo
Skin_I	HPSI0614i-uilk_2	0	denovo
UV_Skin_J	HPSI0614i-uilk_2	0	denovo
Culture	HPSI0614i-uilk_3	497.771621621622	denovo
Skin_B	HPSI0614i-uilk_3	0	denovo
Skin_C	HPSI0614i-uilk_3	0	denovo
UV_Skin_D	HPSI0614i-uilk_3	0	denovo
Skin_E	HPSI0614i-uilk_3	0	denovo
Skin_F	HPSI0614i-uilk_3	0	denovo
Skin_G	HPSI0614i-uilk_3	0	denovo
Skin_H	HPSI0614i-uilk_3	198.485135135135	denovo
Skin_I	HPSI0614i-uilk_3	0	denovo
UV_Skin_J	HPSI0614i-uilk_3	0	denovo
Culture	HPSI0614i-voce_1	583.162016642193	denovo
Skin_B	HPSI0614i-voce_1	85.1923641703377	denovo
Skin_C	HPSI0614i-voce_1	0	denovo
UV_Skin_D	HPSI0614i-voce_1	0	denovo
Skin_E	HPSI0614i-voce_1	0	denovo
Skin_F	HPSI0614i-voce_1	0	denovo
Skin_G	HPSI0614i-voce_1	0	denovo
Skin_H	HPSI0614i-voce_1	270.282917278512	denovo
Skin_I	HPSI0614i-voce_1	0	denovo
UV_Skin_J	HPSI0614i-voce_1	0	denovo
Culture	HPSI0614i-voce_2	499.300699300699	denovo
Skin_B	HPSI0614i-voce_2	0	denovo
Skin_C	HPSI0614i-voce_2	0	denovo
UV_Skin_D	HPSI0614i-voce_2	0	denovo
Skin_E	HPSI0614i-voce_2	0	denovo
Skin_F	HPSI0614i-voce_2	0	denovo
Skin_G	HPSI0614i-voce_2	0	denovo
Skin_H	HPSI0614i-voce_2	226.682517482517	denovo
Skin_I	HPSI0614i-voce_2	206.71048951049	denovo
UV_Skin_J	HPSI0614i-voce_2	0	denovo
Culture	HPSI0614i-wihj_1	1012.48814078041	denovo
Skin_B	HPSI0614i-wihj_1	0	denovo
Skin_C	HPSI0614i-wihj_1	0	denovo
UV_Skin_D	HPSI0614i-wihj_1	1060.53328232594	denovo
Skin_E	HPSI0614i-wihj_1	0	denovo
Skin_F	HPSI0614i-wihj_1	0	denovo
Skin_G	HPSI0614i-wihj_1	0	denovo
Skin_H	HPSI0614i-wihj_1	472.359602142311	denovo
Skin_I	HPSI0614i-wihj_1	0	denovo
UV_Skin_J	HPSI0614i-wihj_1	351.993879112471	denovo
Culture	HPSI0614i-wihj_4	630.273634204276	denovo
Skin_B	HPSI0614i-wihj_4	0	denovo
Skin_C	HPSI0614i-wihj_4	0	denovo
UV_Skin_D	HPSI0614i-wihj_4	652.566270783848	denovo
Skin_E	HPSI0614i-wihj_4	0	denovo
Skin_F	HPSI0614i-wihj_4	0	denovo
Skin_G	HPSI0614i-wihj_4	0	denovo
Skin_H	HPSI0614i-wihj_4	381.001425178147	denovo
Skin_I	HPSI0614i-wihj_4	0	denovo
UV_Skin_J	HPSI0614i-wihj_4	0	denovo
Culture	HPSI0714i-burb_1	617.42511627907	denovo
Skin_B	HPSI0714i-burb_1	0	denovo
Skin_C	HPSI0714i-burb_1	0	denovo
UV_Skin_D	HPSI0714i-burb_1	0	denovo
Skin_E	HPSI0714i-burb_1	0	denovo
Skin_F	HPSI0714i-burb_1	0	denovo
Skin_G	HPSI0714i-burb_1	0	denovo
Skin_H	HPSI0714i-burb_1	218.796279069767	denovo
Skin_I	HPSI0714i-burb_1	0	denovo
UV_Skin_J	HPSI0714i-burb_1	698.849302325581	denovo
Culture	HPSI0714i-burb_3	667.157001414427	denovo
Skin_B	HPSI0714i-burb_3	0	denovo
Skin_C	HPSI0714i-burb_3	0	denovo
UV_Skin_D	HPSI0714i-burb_3	253.72182932579	denovo
Skin_E	HPSI0714i-burb_3	0	denovo
Skin_F	HPSI0714i-burb_3	0	denovo
Skin_G	HPSI0714i-burb_3	0	denovo
Skin_H	HPSI0714i-burb_3	218.847713342763	denovo
Skin_I	HPSI0714i-burb_3	0	denovo
UV_Skin_J	HPSI0714i-burb_3	677.265440829797	denovo
Culture	HPSI0714i-iudw_1	452.843808338519	denovo
Skin_B	HPSI0714i-iudw_1	0	denovo
Skin_C	HPSI0714i-iudw_1	0	denovo
UV_Skin_D	HPSI0714i-iudw_1	880.640945861854	denovo
Skin_E	HPSI0714i-iudw_1	0	denovo
Skin_F	HPSI0714i-iudw_1	0	denovo
Skin_G	HPSI0714i-iudw_1	323.602986932172	denovo
Skin_H	HPSI0714i-iudw_1	420.784069695084	denovo
Skin_I	HPSI0714i-iudw_1	0	denovo
UV_Skin_J	HPSI0714i-iudw_1	1544.87865588052	denovo
Culture	HPSI0714i-iudw_4	710.048085485307	denovo
Skin_B	HPSI0714i-iudw_4	299.809184582114	denovo
Skin_C	HPSI0714i-iudw_4	0	denovo
UV_Skin_D	HPSI0714i-iudw_4	812.48289021753	denovo
Skin_E	HPSI0714i-iudw_4	0	denovo
Skin_F	HPSI0714i-iudw_4	0	denovo
Skin_G	HPSI0714i-iudw_4	467.202645973795	denovo
Skin_H	HPSI0714i-iudw_4	576.632998346266	denovo
Skin_I	HPSI0714i-iudw_4	0	denovo
UV_Skin_J	HPSI0714i-iudw_4	778.004833990586	denovo
Culture	HPSI0714i-jilk_3	1012.18644067797	denovo
Skin_B	HPSI0714i-jilk_3	0	denovo
Skin_C	HPSI0714i-jilk_3	0	denovo
UV_Skin_D	HPSI0714i-jilk_3	423.378531073446	denovo
Skin_E	HPSI0714i-jilk_3	0	denovo
Skin_F	HPSI0714i-jilk_3	0	denovo
Skin_G	HPSI0714i-jilk_3	0	denovo
Skin_H	HPSI0714i-jilk_3	255.937853107345	denovo
Skin_I	HPSI0714i-jilk_3	248.898305084746	denovo
UV_Skin_J	HPSI0714i-jilk_3	534.502824858757	denovo
Culture	HPSI0714i-jilk_4	774.737649063032	denovo
Skin_B	HPSI0714i-jilk_4	0	denovo
Skin_C	HPSI0714i-jilk_4	0	denovo
UV_Skin_D	HPSI0714i-jilk_4	498.914821124361	denovo
Skin_E	HPSI0714i-jilk_4	0	denovo
Skin_F	HPSI0714i-jilk_4	0	denovo
Skin_G	HPSI0714i-jilk_4	0	denovo
Skin_H	HPSI0714i-jilk_4	274.808773424191	denovo
Skin_I	HPSI0714i-jilk_4	0	denovo
UV_Skin_J	HPSI0714i-jilk_4	510.576448040886	denovo
Culture	HPSI0714i-keui_1	634.432369942196	denovo
Skin_B	HPSI0714i-keui_1	0	denovo
Skin_C	HPSI0714i-keui_1	0	denovo
UV_Skin_D	HPSI0714i-keui_1	0	denovo
Skin_E	HPSI0714i-keui_1	0	denovo
Skin_F	HPSI0714i-keui_1	0	denovo
Skin_G	HPSI0714i-keui_1	0	denovo
Skin_H	HPSI0714i-keui_1	122.677456647399	denovo
Skin_I	HPSI0714i-keui_1	0	denovo
UV_Skin_J	HPSI0714i-keui_1	0	denovo
Culture	HPSI0714i-keui_4	773.991015274034	denovo
Skin_B	HPSI0714i-keui_4	0	denovo
Skin_C	HPSI0714i-keui_4	0	denovo
UV_Skin_D	HPSI0714i-keui_4	0	denovo
Skin_E	HPSI0714i-keui_4	0	denovo
Skin_F	HPSI0714i-keui_4	0	denovo
Skin_G	HPSI0714i-keui_4	0	denovo
Skin_H	HPSI0714i-keui_4	140.864330637916	denovo
Skin_I	HPSI0714i-keui_4	0	denovo
UV_Skin_J	HPSI0714i-keui_4	0	denovo
Culture	HPSI0714i-kute_4	723.109404990403	denovo
Skin_B	HPSI0714i-kute_4	0	denovo
Skin_C	HPSI0714i-kute_4	0	denovo
UV_Skin_D	HPSI0714i-kute_4	0	denovo
Skin_E	HPSI0714i-kute_4	0	denovo
Skin_F	HPSI0714i-kute_4	0	denovo
Skin_G	HPSI0714i-kute_4	209.104286628279	denovo
Skin_H	HPSI0714i-kute_4	231.250799744082	denovo
Skin_I	HPSI0714i-kute_4	0	denovo
UV_Skin_J	HPSI0714i-kute_4	0	denovo
Culture	HPSI0714i-kute_5	1108.14783821478	denovo
Skin_B	HPSI0714i-kute_5	0	denovo
Skin_C	HPSI0714i-kute_5	0	denovo
UV_Skin_D	HPSI0714i-kute_5	0	denovo
Skin_E	HPSI0714i-kute_5	0	denovo
Skin_F	HPSI0714i-kute_5	0	denovo
Skin_G	HPSI0714i-kute_5	0	denovo
Skin_H	HPSI0714i-kute_5	155.864714086471	denovo
Skin_I	HPSI0714i-kute_5	0	denovo
UV_Skin_J	HPSI0714i-kute_5	0	denovo
Culture	HPSI0714i-nufh_3	1037.31672932331	denovo
Skin_B	HPSI0714i-nufh_3	0	denovo
Skin_C	HPSI0714i-nufh_3	0	denovo
UV_Skin_D	HPSI0714i-nufh_3	0	denovo
Skin_E	HPSI0714i-nufh_3	0	denovo
Skin_F	HPSI0714i-nufh_3	0	denovo
Skin_G	HPSI0714i-nufh_3	0	denovo
Skin_H	HPSI0714i-nufh_3	282.081766917293	denovo
Skin_I	HPSI0714i-nufh_3	0	denovo
UV_Skin_J	HPSI0714i-nufh_3	0	denovo
Culture	HPSI0714i-nufh_4	1218.24700162075	denovo
Skin_B	HPSI0714i-nufh_4	0	denovo
Skin_C	HPSI0714i-nufh_4	0	denovo
UV_Skin_D	HPSI0714i-nufh_4	0	denovo
Skin_E	HPSI0714i-nufh_4	0	denovo
Skin_F	HPSI0714i-nufh_4	0	denovo
Skin_G	HPSI0714i-nufh_4	0	denovo
Skin_H	HPSI0714i-nufh_4	173.890437601297	denovo
Skin_I	HPSI0714i-nufh_4	0	denovo
UV_Skin_J	HPSI0714i-nufh_4	0	denovo
Culture	HPSI0714i-oatm_1	346.801531589024	denovo
Skin_B	HPSI0714i-oatm_1	69.7677089980855	denovo
Skin_C	HPSI0714i-oatm_1	0	denovo
UV_Skin_D	HPSI0714i-oatm_1	0	denovo
Skin_E	HPSI0714i-oatm_1	0	denovo
Skin_F	HPSI0714i-oatm_1	0	denovo
Skin_G	HPSI0714i-oatm_1	0	denovo
Skin_H	HPSI0714i-oatm_1	210.83088704531	denovo
Skin_I	HPSI0714i-oatm_1	133.424377791959	denovo
UV_Skin_J	HPSI0714i-oatm_1	0	denovo
Culture	HPSI0714i-oatm_2	388.220101066816	denovo
Skin_B	HPSI0714i-oatm_2	0	denovo
Skin_C	HPSI0714i-oatm_2	0	denovo
UV_Skin_D	HPSI0714i-oatm_2	0	denovo
Skin_E	HPSI0714i-oatm_2	0	denovo
Skin_F	HPSI0714i-oatm_2	0	denovo
Skin_G	HPSI0714i-oatm_2	0	denovo
Skin_H	HPSI0714i-oatm_2	275.412689500281	denovo
Skin_I	HPSI0714i-oatm_2	0	denovo
UV_Skin_J	HPSI0714i-oatm_2	0	denovo
Culture	HPSI0714i-pipw_4	463.591043017089	denovo
Skin_B	HPSI0714i-pipw_4	0	denovo
Skin_C	HPSI0714i-pipw_4	0	denovo
UV_Skin_D	HPSI0714i-pipw_4	893.675505794539	denovo
Skin_E	HPSI0714i-pipw_4	0	denovo
Skin_F	HPSI0714i-pipw_4	0	denovo
Skin_G	HPSI0714i-pipw_4	0	denovo
Skin_H	HPSI0714i-pipw_4	414.581418188961	denovo
Skin_I	HPSI0714i-pipw_4	0	denovo
UV_Skin_J	HPSI0714i-pipw_4	2716.03339226085	denovo
Culture	HPSI0714i-pipw_5	748.814448541737	denovo
Skin_B	HPSI0714i-pipw_5	0	denovo
Skin_C	HPSI0714i-pipw_5	0	denovo
UV_Skin_D	HPSI0714i-pipw_5	395.532852832719	denovo
Skin_E	HPSI0714i-pipw_5	0	denovo
Skin_F	HPSI0714i-pipw_5	0	denovo
Skin_G	HPSI0714i-pipw_5	390.951391216896	denovo
Skin_H	HPSI0714i-pipw_5	262.161414683205	denovo
Skin_I	HPSI0714i-pipw_5	0	denovo
UV_Skin_J	HPSI0714i-pipw_5	1090.38786456587	denovo
Culture	HPSI0715i-aowh_2	216.251514417252	denovo
Skin_B	HPSI0715i-aowh_2	0	denovo
Skin_C	HPSI0715i-aowh_2	0	denovo
UV_Skin_D	HPSI0715i-aowh_2	336.052822873758	denovo
Skin_E	HPSI0715i-aowh_2	0	denovo
Skin_F	HPSI0715i-aowh_2	0	denovo
Skin_G	HPSI0715i-aowh_2	0	denovo
Skin_H	HPSI0715i-aowh_2	0	denovo
Skin_I	HPSI0715i-aowh_2	0	denovo
UV_Skin_J	HPSI0715i-aowh_2	1229.99394233099	denovo
Culture	HPSI0715i-meue_4	1131.53245915735	denovo
Skin_B	HPSI0715i-meue_4	0	denovo
Skin_C	HPSI0715i-meue_4	0	denovo
UV_Skin_D	HPSI0715i-meue_4	251.676268271711	denovo
Skin_E	HPSI0715i-meue_4	0	denovo
Skin_F	HPSI0715i-meue_4	0	denovo
Skin_G	HPSI0715i-meue_4	256.730008598452	denovo
Skin_H	HPSI0715i-meue_4	448.266766981943	denovo
Skin_I	HPSI0715i-meue_4	0	denovo
UV_Skin_J	HPSI0715i-meue_4	0	denovo
Culture	HPSI0715i-meue_5	825.804291287386	denovo
Skin_B	HPSI0715i-meue_5	0	denovo
Skin_C	HPSI0715i-meue_5	0	denovo
UV_Skin_D	HPSI0715i-meue_5	2120.83842652796	denovo
Skin_E	HPSI0715i-meue_5	0	denovo
Skin_F	HPSI0715i-meue_5	0	denovo
Skin_G	HPSI0715i-meue_5	0	denovo
Skin_H	HPSI0715i-meue_5	0	denovo
Skin_I	HPSI0715i-meue_5	0	denovo
UV_Skin_J	HPSI0715i-meue_5	3349.48634590377	denovo
Culture	HPSI0715i-zaie_1	1211.77026203534	denovo
Skin_B	HPSI0715i-zaie_1	0	denovo
Skin_C	HPSI0715i-zaie_1	0	denovo
UV_Skin_D	HPSI0715i-zaie_1	0	denovo
Skin_E	HPSI0715i-zaie_1	0	denovo
Skin_F	HPSI0715i-zaie_1	0	denovo
Skin_G	HPSI0715i-zaie_1	230.089376396506	denovo
Skin_H	HPSI0715i-zaie_1	281.276660572821	denovo
Skin_I	HPSI0715i-zaie_1	468.794434288036	denovo
UV_Skin_J	HPSI0715i-zaie_1	0	denovo
Culture	HPSI0715i-zaie_5	1349.84724495363	denovo
Skin_B	HPSI0715i-zaie_5	0	denovo
Skin_C	HPSI0715i-zaie_5	0	denovo
UV_Skin_D	HPSI0715i-zaie_5	0	denovo
Skin_E	HPSI0715i-zaie_5	0	denovo
Skin_F	HPSI0715i-zaie_5	0	denovo
Skin_G	HPSI0715i-zaie_5	0	denovo
Skin_H	HPSI0715i-zaie_5	369.307146753955	denovo
Skin_I	HPSI0715i-zaie_5	353.507910529187	denovo
UV_Skin_J	HPSI0715i-zaie_5	0	denovo
Culture	HPSI0814i-bokz_5	0	denovo
Skin_B	HPSI0814i-bokz_5	0	denovo
Skin_C	HPSI0814i-bokz_5	0	denovo
UV_Skin_D	HPSI0814i-bokz_5	5063.63965725863	denovo
Skin_E	HPSI0814i-bokz_5	0	denovo
Skin_F	HPSI0814i-bokz_5	0	denovo
Skin_G	HPSI0814i-bokz_5	0	denovo
Skin_H	HPSI0814i-bokz_5	0	denovo
Skin_I	HPSI0814i-bokz_5	0	denovo
UV_Skin_J	HPSI0814i-bokz_5	28438.9006528407	denovo
Culture	HPSI0814i-bokz_6	0	denovo
Skin_B	HPSI0814i-bokz_6	0	denovo
Skin_C	HPSI0814i-bokz_6	0	denovo
UV_Skin_D	HPSI0814i-bokz_6	4909.93877127151	denovo
Skin_E	HPSI0814i-bokz_6	0	denovo
Skin_F	HPSI0814i-bokz_6	0	denovo
Skin_G	HPSI0814i-bokz_6	0	denovo
Skin_H	HPSI0814i-bokz_6	0	denovo
Skin_I	HPSI0814i-bokz_6	0	denovo
UV_Skin_J	HPSI0814i-bokz_6	29103.8544467676	denovo
Culture	HPSI0814i-doao_1	653.957097884179	denovo
Skin_B	HPSI0814i-doao_1	0	denovo
Skin_C	HPSI0814i-doao_1	0	denovo
UV_Skin_D	HPSI0814i-doao_1	1679.52631964273	denovo
Skin_E	HPSI0814i-doao_1	0	denovo
Skin_F	HPSI0814i-doao_1	0	denovo
Skin_G	HPSI0814i-doao_1	0	denovo
Skin_H	HPSI0814i-doao_1	474.921297313127	denovo
Skin_I	HPSI0814i-doao_1	0	denovo
UV_Skin_J	HPSI0814i-doao_1	3636.88410571784	denovo
Culture	HPSI0814i-doao_2	715.933328717807	denovo
Skin_B	HPSI0814i-doao_2	0	denovo
Skin_C	HPSI0814i-doao_2	0	denovo
UV_Skin_D	HPSI0814i-doao_2	1815.24065355857	denovo
Skin_E	HPSI0814i-doao_2	0	denovo
Skin_F	HPSI0814i-doao_2	0	denovo
Skin_G	HPSI0814i-doao_2	0	denovo
Skin_H	HPSI0814i-doao_2	540.34602603157	denovo
Skin_I	HPSI0814i-doao_2	0	denovo
UV_Skin_J	HPSI0814i-doao_2	3844.80850180006	denovo
Culture	HPSI0814i-siqu_11	929.513878180417	denovo
Skin_B	HPSI0814i-siqu_11	0	denovo
Skin_C	HPSI0814i-siqu_11	0	denovo
UV_Skin_D	HPSI0814i-siqu_11	0	denovo
Skin_E	HPSI0814i-siqu_11	0	denovo
Skin_F	HPSI0814i-siqu_11	0	denovo
Skin_G	HPSI0814i-siqu_11	0	denovo
Skin_H	HPSI0814i-siqu_11	176.489976869699	denovo
Skin_I	HPSI0814i-siqu_11	0	denovo
UV_Skin_J	HPSI0814i-siqu_11	0	denovo
Culture	HPSI0814i-siqu_4	911.231316725979	denovo
Skin_B	HPSI0814i-siqu_4	0	denovo
Skin_C	HPSI0814i-siqu_4	0	denovo
UV_Skin_D	HPSI0814i-siqu_4	243.864768683274	denovo
Skin_E	HPSI0814i-siqu_4	0	denovo
Skin_F	HPSI0814i-siqu_4	0	denovo
Skin_G	HPSI0814i-siqu_4	0	denovo
Skin_H	HPSI0814i-siqu_4	273.46975088968	denovo
Skin_I	HPSI0814i-siqu_4	0	denovo
UV_Skin_J	HPSI0814i-siqu_4	0	denovo
Culture	HPSI0814i-uepz_3	753.003607214429	denovo
Skin_B	HPSI0814i-uepz_3	0	denovo
Skin_C	HPSI0814i-uepz_3	0	denovo
UV_Skin_D	HPSI0814i-uepz_3	0	denovo
Skin_E	HPSI0814i-uepz_3	0	denovo
Skin_F	HPSI0814i-uepz_3	0	denovo
Skin_G	HPSI0814i-uepz_3	0	denovo
Skin_H	HPSI0814i-uepz_3	148.35751503006	denovo
Skin_I	HPSI0814i-uepz_3	199.849298597194	denovo
UV_Skin_J	HPSI0814i-uepz_3	0	denovo
Culture	HPSI0814i-uepz_4	529.04954954955	denovo
Skin_B	HPSI0814i-uepz_4	0	denovo
Skin_C	HPSI0814i-uepz_4	0	denovo
UV_Skin_D	HPSI0814i-uepz_4	0	denovo
Skin_E	HPSI0814i-uepz_4	0	denovo
Skin_F	HPSI0814i-uepz_4	0	denovo
Skin_G	HPSI0814i-uepz_4	0	denovo
