Sig	ips	exposure	denovo
Skin_B	HPSI1213i-aegt_3	0	denovo
Skin_C	HPSI1213i-aegt_3	0	denovo
UV_Skin_D	HPSI1213i-aegt_3	302.443475892128	denovo
Skin_E	HPSI1213i-aegt_3	0	denovo
Skin_F	HPSI1213i-aegt_3	0	denovo
Skin_G	HPSI1213i-aegt_3	200.273494960501	denovo
Skin_H	HPSI1213i-aegt_3	285.160991555434	denovo
Skin_I	HPSI1213i-aegt_3	273.469899210025	denovo
UV_Skin_J	HPSI1213i-aegt_3	0	denovo
Culture	HPSI1213i-babk_2	1266.37034019148	denovo
Skin_B	HPSI1213i-babk_2	0	denovo
Skin_C	HPSI1213i-babk_2	0	denovo
UV_Skin_D	HPSI1213i-babk_2	368.772662456712	denovo
Skin_E	HPSI1213i-babk_2	0	denovo
Skin_F	HPSI1213i-babk_2	0	denovo
Skin_G	HPSI1213i-babk_2	0	denovo
Skin_H	HPSI1213i-babk_2	0	denovo
Skin_I	HPSI1213i-babk_2	0	denovo
UV_Skin_J	HPSI1213i-babk_2	279.966184558973	denovo
Culture	HPSI1213i-hehd_1	1275.34162743779	denovo
Skin_B	HPSI1213i-hehd_1	0	denovo
Skin_C	HPSI1213i-hehd_1	0	denovo
UV_Skin_D	HPSI1213i-hehd_1	0	denovo
Skin_E	HPSI1213i-hehd_1	0	denovo
Skin_F	HPSI1213i-hehd_1	0	denovo
Skin_G	HPSI1213i-hehd_1	243.424120152432	denovo
Skin_H	HPSI1213i-hehd_1	254.967944407084	denovo
Skin_I	HPSI1213i-hehd_1	0	denovo
UV_Skin_J	HPSI1213i-hehd_1	0	denovo
Culture	HPSI1213i-hehd_2	1209.55629442788	denovo
Skin_B	HPSI1213i-hehd_2	0	denovo
Skin_C	HPSI1213i-hehd_2	0	denovo
UV_Skin_D	HPSI1213i-hehd_2	263.810593900482	denovo
Skin_E	HPSI1213i-hehd_2	0	denovo
Skin_F	HPSI1213i-hehd_2	0	denovo
Skin_G	HPSI1213i-hehd_2	334.092180692502	denovo
Skin_H	HPSI1213i-hehd_2	310.15569823435	denovo
Skin_I	HPSI1213i-hehd_2	0	denovo
UV_Skin_J	HPSI1213i-hehd_2	0	denovo
Culture	HPSI1213i-nekd_1	471.956136820926	denovo
Skin_B	HPSI1213i-nekd_1	0	denovo
Skin_C	HPSI1213i-nekd_1	0	denovo
UV_Skin_D	HPSI1213i-nekd_1	0	denovo
Skin_E	HPSI1213i-nekd_1	0	denovo
Skin_F	HPSI1213i-nekd_1	0	denovo
Skin_G	HPSI1213i-nekd_1	0	denovo
Skin_H	HPSI1213i-nekd_1	313.632193158954	denovo
Skin_I	HPSI1213i-nekd_1	0	denovo
UV_Skin_J	HPSI1213i-nekd_1	0	denovo
Culture	HPSI1213i-nusw_2	621.009389671362	denovo
Skin_B	HPSI1213i-nusw_2	0	denovo
Skin_C	HPSI1213i-nusw_2	0	denovo
UV_Skin_D	HPSI1213i-nusw_2	0	denovo
Skin_E	HPSI1213i-nusw_2	0	denovo
Skin_F	HPSI1213i-nusw_2	0	denovo
Skin_G	HPSI1213i-nusw_2	0	denovo
Skin_H	HPSI1213i-nusw_2	184.62441314554	denovo
Skin_I	HPSI1213i-nusw_2	170.383411580595	denovo
UV_Skin_J	HPSI1213i-nusw_2	0	denovo
Culture	HPSI1213i-pahc_4	925.497328066915	denovo
Skin_B	HPSI1213i-pahc_4	0	denovo
Skin_C	HPSI1213i-pahc_4	0	denovo
UV_Skin_D	HPSI1213i-pahc_4	1068.54251858736	denovo
Skin_E	HPSI1213i-pahc_4	0	denovo
Skin_F	HPSI1213i-pahc_4	0	denovo
Skin_G	HPSI1213i-pahc_4	404.873489776952	denovo
Skin_H	HPSI1213i-pahc_4	438.233852230483	denovo
Skin_I	HPSI1213i-pahc_4	0	denovo
UV_Skin_J	HPSI1213i-pahc_4	1312.17425650558	denovo
Culture	HPSI1213i-pahc_5	815.348930166941	denovo
Skin_B	HPSI1213i-pahc_5	0	denovo
Skin_C	HPSI1213i-pahc_5	0	denovo
UV_Skin_D	HPSI1213i-pahc_5	1024.49047731013	denovo
Skin_E	HPSI1213i-pahc_5	0	denovo
Skin_F	HPSI1213i-pahc_5	0	denovo
Skin_G	HPSI1213i-pahc_5	379.384787209029	denovo
Skin_H	HPSI1213i-pahc_5	471.326240300964	denovo
Skin_I	HPSI1213i-pahc_5	0	denovo
UV_Skin_J	HPSI1213i-pahc_5	1364.47178462262	denovo
Culture	HPSI1213i-tolg_4	409.778350515464	denovo
Skin_B	HPSI1213i-tolg_4	0	denovo
Skin_C	HPSI1213i-tolg_4	0	denovo
UV_Skin_D	HPSI1213i-tolg_4	0	denovo
Skin_E	HPSI1213i-tolg_4	0	denovo
Skin_F	HPSI1213i-tolg_4	0	denovo
Skin_G	HPSI1213i-tolg_4	0	denovo
Skin_H	HPSI1213i-tolg_4	176.949742268041	denovo
Skin_I	HPSI1213i-tolg_4	0	denovo
UV_Skin_J	HPSI1213i-tolg_4	0	denovo
Culture	HPSI1213i-tolg_6	599.429228998849	denovo
Skin_B	HPSI1213i-tolg_6	0	denovo
Skin_C	HPSI1213i-tolg_6	0	denovo
UV_Skin_D	HPSI1213i-tolg_6	0	denovo
Skin_E	HPSI1213i-tolg_6	0	denovo
Skin_F	HPSI1213i-tolg_6	0	denovo
Skin_G	HPSI1213i-tolg_6	246.912543153049	denovo
Skin_H	HPSI1213i-tolg_6	285.634062140391	denovo
Skin_I	HPSI1213i-tolg_6	344.470655926352	denovo
UV_Skin_J	HPSI1213i-tolg_6	0	denovo
Culture	HPSI1213i-xuja_2	835.31459655485	denovo
Skin_B	HPSI1213i-xuja_2	0	denovo
Skin_C	HPSI1213i-xuja_2	0	denovo
UV_Skin_D	HPSI1213i-xuja_2	697.793291024479	denovo
Skin_E	HPSI1213i-xuja_2	0	denovo
Skin_F	HPSI1213i-xuja_2	0	denovo
Skin_G	HPSI1213i-xuja_2	390.662375339982	denovo
Skin_H	HPSI1213i-xuja_2	404.414505893019	denovo
Skin_I	HPSI1213i-xuja_2	0	denovo
UV_Skin_J	HPSI1213i-xuja_2	313.7523118767	denovo
Culture	HPSI0114i-bezi_1	0	shared
Skin_B	HPSI0114i-bezi_1	0	shared
Skin_C	HPSI0114i-bezi_1	0	shared
UV_Skin_D	HPSI0114i-bezi_1	228.332726168792	shared
Skin_E	HPSI0114i-bezi_1	0	shared
Skin_F	HPSI0114i-bezi_1	0	shared
Skin_G	HPSI0114i-bezi_1	0	shared
Skin_H	HPSI0114i-bezi_1	0	shared
Skin_I	HPSI0114i-bezi_1	0	shared
UV_Skin_J	HPSI0114i-bezi_1	396.046144505161	shared
Culture	HPSI0114i-bezi_3	0	shared
Skin_B	HPSI0114i-bezi_3	0	shared
Skin_C	HPSI0114i-bezi_3	0	shared
UV_Skin_D	HPSI0114i-bezi_3	585.214218233349	shared
Skin_E	HPSI0114i-bezi_3	0	shared
Skin_F	HPSI0114i-bezi_3	0	shared
Skin_G	HPSI0114i-bezi_3	214.696976854039	shared
Skin_H	HPSI0114i-bezi_3	0	shared
Skin_I	HPSI0114i-bezi_3	0	shared
UV_Skin_J	HPSI0114i-bezi_3	1084.14359943316	shared
Culture	HPSI0114i-eipl_1	29.9264705882353	shared
Skin_B	HPSI0114i-eipl_1	0	shared
Skin_C	HPSI0114i-eipl_1	0	shared
UV_Skin_D	HPSI0114i-eipl_1	0	shared
Skin_E	HPSI0114i-eipl_1	0	shared
Skin_F	HPSI0114i-eipl_1	0	shared
Skin_G	HPSI0114i-eipl_1	0	shared
Skin_H	HPSI0114i-eipl_1	0	shared
Skin_I	HPSI0114i-eipl_1	0	shared
UV_Skin_J	HPSI0114i-eipl_1	0	shared
Culture	HPSI0114i-eipl_3	0	shared
Skin_B	HPSI0114i-eipl_3	0	shared
Skin_C	HPSI0114i-eipl_3	0	shared
UV_Skin_D	HPSI0114i-eipl_3	185.958217270195	shared
Skin_E	HPSI0114i-eipl_3	0	shared
Skin_F	HPSI0114i-eipl_3	0	shared
Skin_G	HPSI0114i-eipl_3	0	shared
Skin_H	HPSI0114i-eipl_3	0	shared
Skin_I	HPSI0114i-eipl_3	0	shared
UV_Skin_J	HPSI0114i-eipl_3	0	shared
Culture	HPSI0114i-fikt_3	0	shared
Skin_B	HPSI0114i-fikt_3	0	shared
Skin_C	HPSI0114i-fikt_3	0	shared
UV_Skin_D	HPSI0114i-fikt_3	389.458494208494	shared
Skin_E	HPSI0114i-fikt_3	0	shared
Skin_F	HPSI0114i-fikt_3	0	shared
Skin_G	HPSI0114i-fikt_3	183.996138996139	shared
Skin_H	HPSI0114i-fikt_3	177.862934362934	shared
Skin_I	HPSI0114i-fikt_3	0	shared
UV_Skin_J	HPSI0114i-fikt_3	0	shared
Culture	HPSI0114i-iisa_1	0	shared
Skin_B	HPSI0114i-iisa_1	0	shared
Skin_C	HPSI0114i-iisa_1	0	shared
UV_Skin_D	HPSI0114i-iisa_1	0	shared
Skin_E	HPSI0114i-iisa_1	0	shared
Skin_F	HPSI0114i-iisa_1	0	shared
Skin_G	HPSI0114i-iisa_1	0	shared
Skin_H	HPSI0114i-iisa_1	42.8482972136223	shared
Skin_I	HPSI0114i-iisa_1	44.9907120743034	shared
UV_Skin_J	HPSI0114i-iisa_1	0	shared
Culture	HPSI0114i-iisa_3	0	shared
Skin_B	HPSI0114i-iisa_3	0	shared
Skin_C	HPSI0114i-iisa_3	0	shared
UV_Skin_D	HPSI0114i-iisa_3	0	shared
Skin_E	HPSI0114i-iisa_3	0	shared
Skin_F	HPSI0114i-iisa_3	0	shared
Skin_G	HPSI0114i-iisa_3	335.565015479876	shared
Skin_H	HPSI0114i-iisa_3	0	shared
Skin_I	HPSI0114i-iisa_3	0	shared
UV_Skin_J	HPSI0114i-iisa_3	2096.9040247678	shared
Culture	HPSI0114i-joxm_1	0	shared
Skin_B	HPSI0114i-joxm_1	0	shared
Skin_C	HPSI0114i-joxm_1	0	shared
UV_Skin_D	HPSI0114i-joxm_1	1673.6408060143	shared
Skin_E	HPSI0114i-joxm_1	0	shared
Skin_F	HPSI0114i-joxm_1	0	shared
Skin_G	HPSI0114i-joxm_1	0	shared
Skin_H	HPSI0114i-joxm_1	0	shared
Skin_I	HPSI0114i-joxm_1	0	shared
UV_Skin_J	HPSI0114i-joxm_1	5965.32326842495	shared
Culture	HPSI0114i-kolf_2	0	shared
Skin_B	HPSI0114i-kolf_2	0	shared
Skin_C	HPSI0114i-kolf_2	0	shared
UV_Skin_D	HPSI0114i-kolf_2	700.570928196147	shared
Skin_E	HPSI0114i-kolf_2	0	shared
Skin_F	HPSI0114i-kolf_2	0	shared
Skin_G	HPSI0114i-kolf_2	0	shared
Skin_H	HPSI0114i-kolf_2	0	shared
Skin_I	HPSI0114i-kolf_2	0	shared
UV_Skin_J	HPSI0114i-kolf_2	3268.32443082312	shared
Culture	HPSI0114i-kolf_3	134.908903757077	shared
Skin_B	HPSI0114i-kolf_3	0	shared
Skin_C	HPSI0114i-kolf_3	0	shared
UV_Skin_D	HPSI0114i-kolf_3	398.451878538343	shared
Skin_E	HPSI0114i-kolf_3	0	shared
Skin_F	HPSI0114i-kolf_3	0	shared
Skin_G	HPSI0114i-kolf_3	0	shared
Skin_H	HPSI0114i-kolf_3	0	shared
Skin_I	HPSI0114i-kolf_3	0	shared
UV_Skin_J	HPSI0114i-kolf_3	298.577457539887	shared
Culture	HPSI0114i-lexy_1	0	shared
Skin_B	HPSI0114i-lexy_1	0	shared
Skin_C	HPSI0114i-lexy_1	0	shared
UV_Skin_D	HPSI0114i-lexy_1	205.647826086957	shared
Skin_E	HPSI0114i-lexy_1	0	shared
Skin_F	HPSI0114i-lexy_1	0	shared
Skin_G	HPSI0114i-lexy_1	148.410869565217	shared
Skin_H	HPSI0114i-lexy_1	109.915217391304	shared
Skin_I	HPSI0114i-lexy_1	0	shared
UV_Skin_J	HPSI0114i-lexy_1	0	shared
Culture	HPSI0114i-lexy_2	125.554850982879	shared
Skin_B	HPSI0114i-lexy_2	0	shared
Skin_C	HPSI0114i-lexy_2	203.398858592264	shared
UV_Skin_D	HPSI0114i-lexy_2	0	shared
Skin_E	HPSI0114i-lexy_2	0	shared
Skin_F	HPSI0114i-lexy_2	0	shared
Skin_G	HPSI0114i-lexy_2	107.474952441344	shared
Skin_H	HPSI0114i-lexy_2	121.034876347495	shared
Skin_I	HPSI0114i-lexy_2	164.225745085606	shared
UV_Skin_J	HPSI0114i-lexy_2	0	shared
Culture	HPSI0114i-oevr_3	195.887492519449	shared
Skin_B	HPSI0114i-oevr_3	0	shared
Skin_C	HPSI0114i-oevr_3	122.810293237582	shared
UV_Skin_D	HPSI0114i-oevr_3	0	shared
Skin_E	HPSI0114i-oevr_3	0	shared
Skin_F	HPSI0114i-oevr_3	0	shared
Skin_G	HPSI0114i-oevr_3	248.665469778576	shared
Skin_H	HPSI0114i-oevr_3	0	shared
Skin_I	HPSI0114i-oevr_3	0	shared
UV_Skin_J	HPSI0114i-oevr_3	0	shared
Culture	HPSI0114i-rozh_4	146.154142581888	shared
Skin_B	HPSI0114i-rozh_4	0	shared
Skin_C	HPSI0114i-rozh_4	0	shared
UV_Skin_D	HPSI0114i-rozh_4	248.110468850353	shared
Skin_E	HPSI0114i-rozh_4	0	shared
Skin_F	HPSI0114i-rozh_4	0	shared
Skin_G	HPSI0114i-rozh_4	108.987797045601	shared
Skin_H	HPSI0114i-rozh_4	0	shared
Skin_I	HPSI0114i-rozh_4	139.122671804753	shared
UV_Skin_J	HPSI0114i-rozh_4	0	shared
Culture	HPSI0114i-rozh_5	0	shared
Skin_B	HPSI0114i-rozh_5	0	shared
Skin_C	HPSI0114i-rozh_5	0	shared
UV_Skin_D	HPSI0114i-rozh_5	0	shared
Skin_E	HPSI0114i-rozh_5	0	shared
Skin_F	HPSI0114i-rozh_5	0	shared
Skin_G	HPSI0114i-rozh_5	207.778897849462	shared
Skin_H	HPSI0114i-rozh_5	122.163978494624	shared
Skin_I	HPSI0114i-rozh_5	0	shared
UV_Skin_J	HPSI0114i-rozh_5	0	shared
Culture	HPSI0114i-vabj_3	0	shared
Skin_B	HPSI0114i-vabj_3	0	shared
Skin_C	HPSI0114i-vabj_3	0	shared
UV_Skin_D	HPSI0114i-vabj_3	229.86748844376	shared
Skin_E	HPSI0114i-vabj_3	0	shared
Skin_F	HPSI0114i-vabj_3	0	shared
Skin_G	HPSI0114i-vabj_3	0	shared
Skin_H	HPSI0114i-vabj_3	141.101694915254	shared
Skin_I	HPSI0114i-vabj_3	0	shared
UV_Skin_J	HPSI0114i-vabj_3	336.078582434515	shared
Culture	HPSI0114i-vass_1	0	shared
Skin_B	HPSI0114i-vass_1	0	shared
Skin_C	HPSI0114i-vass_1	0	shared
UV_Skin_D	HPSI0114i-vass_1	0	shared
Skin_E	HPSI0114i-vass_1	0	shared
Skin_F	HPSI0114i-vass_1	0	shared
Skin_G	HPSI0114i-vass_1	0	shared
Skin_H	HPSI0114i-vass_1	0	shared
Skin_I	HPSI0114i-vass_1	0	shared
UV_Skin_J	HPSI0114i-vass_1	962.455233291299	shared
Culture	HPSI0114i-wegi_1	0	shared
Skin_B	HPSI0114i-wegi_1	0	shared
Skin_C	HPSI0114i-wegi_1	0	shared
UV_Skin_D	HPSI0114i-wegi_1	790.86425214266	shared
Skin_E	HPSI0114i-wegi_1	0	shared
Skin_F	HPSI0114i-wegi_1	0	shared
Skin_G	HPSI0114i-wegi_1	257.384849322643	shared
Skin_H	HPSI0114i-wegi_1	204.28974288084	shared
Skin_I	HPSI0114i-wegi_1	0	shared
UV_Skin_J	HPSI0114i-wegi_1	0	shared
Culture	HPSI0114i-zapk_2	0	shared
Skin_B	HPSI0114i-zapk_2	0	shared
Skin_C	HPSI0114i-zapk_2	0	shared
UV_Skin_D	HPSI0114i-zapk_2	603.05985299265	shared
Skin_E	HPSI0114i-zapk_2	0	shared
Skin_F	HPSI0114i-zapk_2	0	shared
Skin_G	HPSI0114i-zapk_2	0	shared
Skin_H	HPSI0114i-zapk_2	0	shared
Skin_I	HPSI0114i-zapk_2	0	shared
UV_Skin_J	HPSI0114i-zapk_2	1715.74063703185	shared
Culture	HPSI0114i-zapk_3	0	shared
Skin_B	HPSI0114i-zapk_3	0	shared
Skin_C	HPSI0114i-zapk_3	0	shared
UV_Skin_D	HPSI0114i-zapk_3	527.63458401305	shared
Skin_E	HPSI0114i-zapk_3	0	shared
Skin_F	HPSI0114i-zapk_3	0	shared
Skin_G	HPSI0114i-zapk_3	0	shared
Skin_H	HPSI0114i-zapk_3	0	shared
Skin_I	HPSI0114i-zapk_3	0	shared
UV_Skin_J	HPSI0114i-zapk_3	1705.68026101142	shared
Culture	HPSI0114i-zoxy_3	63.4736842105263	shared
Skin_B	HPSI0114i-zoxy_3	0	shared
Skin_C	HPSI0114i-zoxy_3	67.5037593984962	shared
UV_Skin_D	HPSI0114i-zoxy_3	0	shared
Skin_E	HPSI0114i-zoxy_3	0	shared
Skin_F	HPSI0114i-zoxy_3	0	shared
Skin_G	HPSI0114i-zoxy_3	0	shared
Skin_H	HPSI0114i-zoxy_3	0	shared
Skin_I	HPSI0114i-zoxy_3	0	shared
UV_Skin_J	HPSI0114i-zoxy_3	0	shared
Culture	HPSI0115i-aion_2	0	shared
Skin_B	HPSI0115i-aion_2	0	shared
Skin_C	HPSI0115i-aion_2	0	shared
UV_Skin_D	HPSI0115i-aion_2	2160.3512900482	shared
Skin_E	HPSI0115i-aion_2	0	shared
Skin_F	HPSI0115i-aion_2	0	shared
Skin_G	HPSI0115i-aion_2	0	shared
Skin_H	HPSI0115i-aion_2	0	shared
Skin_I	HPSI0115i-aion_2	0	shared
UV_Skin_J	HPSI0115i-aion_2	7035.45364332294	shared
Culture	HPSI0115i-aion_3	0	shared
Skin_B	HPSI0115i-aion_3	0	shared
Skin_C	HPSI0115i-aion_3	0	shared
UV_Skin_D	HPSI0115i-aion_3	2284.90248953108	shared
Skin_E	HPSI0115i-aion_3	0	shared
Skin_F	HPSI0115i-aion_3	0	shared
Skin_G	HPSI0115i-aion_3	0	shared
Skin_H	HPSI0115i-aion_3	0	shared
Skin_I	HPSI0115i-aion_3	0	shared
UV_Skin_J	HPSI0115i-aion_3	7214.60972803829	shared
Culture	HPSI0115i-aoxv_1	0	shared
Skin_B	HPSI0115i-aoxv_1	0	shared
Skin_C	HPSI0115i-aoxv_1	0	shared
UV_Skin_D	HPSI0115i-aoxv_1	1580.74170616114	shared
Skin_E	HPSI0115i-aoxv_1	0	shared
Skin_F	HPSI0115i-aoxv_1	0	shared
Skin_G	HPSI0115i-aoxv_1	413.0227852716	shared
Skin_H	HPSI0115i-aoxv_1	379.860371855633	shared
Skin_I	HPSI0115i-aoxv_1	0	shared
UV_Skin_J	HPSI0115i-aoxv_1	2726.35235144003	shared
Culture	HPSI0115i-aoxv_3	0	shared
Skin_B	HPSI0115i-aoxv_3	0	shared
Skin_C	HPSI0115i-aoxv_3	0	shared
UV_Skin_D	HPSI0115i-aoxv_3	1563.70438290849	shared
Skin_E	HPSI0115i-aoxv_3	0	shared
Skin_F	HPSI0115i-aoxv_3	0	shared
Skin_G	HPSI0115i-aoxv_3	411.527599486521	shared
Skin_H	HPSI0115i-aoxv_3	0	shared
Skin_I	HPSI0115i-aoxv_3	0	shared
UV_Skin_J	HPSI0115i-aoxv_3	2720.90592334495	shared
Culture	HPSI0115i-bimq_4	0	shared
Skin_B	HPSI0115i-bimq_4	0	shared
Skin_C	HPSI0115i-bimq_4	0	shared
UV_Skin_D	HPSI0115i-bimq_4	0	shared
Skin_E	HPSI0115i-bimq_4	0	shared
Skin_F	HPSI0115i-bimq_4	0	shared
Skin_G	HPSI0115i-bimq_4	0	shared
Skin_H	HPSI0115i-bimq_4	0	shared
Skin_I	HPSI0115i-bimq_4	0	shared
UV_Skin_J	HPSI0115i-bimq_4	0	shared
Culture	HPSI0115i-bimq_5	0	shared
Skin_B	HPSI0115i-bimq_5	0	shared
Skin_C	HPSI0115i-bimq_5	112.616240266963	shared
UV_Skin_D	HPSI0115i-bimq_5	0	shared
Skin_E	HPSI0115i-bimq_5	0	shared
Skin_F	HPSI0115i-bimq_5	0	shared
Skin_G	HPSI0115i-bimq_5	69.1857619577308	shared
Skin_H	HPSI0115i-bimq_5	76.2558398220245	shared
Skin_I	HPSI0115i-bimq_5	126.251390433815	shared
UV_Skin_J	HPSI0115i-bimq_5	0	shared
Culture	HPSI0115i-boqx_1	0	shared
Skin_B	HPSI0115i-boqx_1	0	shared
Skin_C	HPSI0115i-boqx_1	0	shared
UV_Skin_D	HPSI0115i-boqx_1	0	shared
Skin_E	HPSI0115i-boqx_1	0	shared
Skin_F	HPSI0115i-boqx_1	0	shared
Skin_G	HPSI0115i-boqx_1	0	shared
Skin_H	HPSI0115i-boqx_1	0	shared
Skin_I	HPSI0115i-boqx_1	54.4444444444444	shared
UV_Skin_J	HPSI0115i-boqx_1	0	shared
Culture	HPSI0115i-boqx_2	0	shared
Skin_B	HPSI0115i-boqx_2	0	shared
Skin_C	HPSI0115i-boqx_2	0	shared
UV_Skin_D	HPSI0115i-boqx_2	0	shared
Skin_E	HPSI0115i-boqx_2	0	shared
Skin_F	HPSI0115i-boqx_2	0	shared
Skin_G	HPSI0115i-boqx_2	0	shared
Skin_H	HPSI0115i-boqx_2	0	shared
Skin_I	HPSI0115i-boqx_2	40.0645161290323	shared
UV_Skin_J	HPSI0115i-boqx_2	0	shared
Culture	HPSI0115i-gifk_1	0	shared
Skin_B	HPSI0115i-gifk_1	0	shared
Skin_C	HPSI0115i-gifk_1	0	shared
UV_Skin_D	HPSI0115i-gifk_1	168.75	shared
Skin_E	HPSI0115i-gifk_1	0	shared
Skin_F	HPSI0115i-gifk_1	0	shared
Skin_G	HPSI0115i-gifk_1	0	shared
Skin_H	HPSI0115i-gifk_1	125.795454545455	shared
Skin_I	HPSI0115i-gifk_1	0	shared
UV_Skin_J	HPSI0115i-gifk_1	0	shared
Culture	HPSI0115i-gost_2	0	shared
Skin_B	HPSI0115i-gost_2	0	shared
Skin_C	HPSI0115i-gost_2	0	shared
UV_Skin_D	HPSI0115i-gost_2	0	shared
Skin_E	HPSI0115i-gost_2	0	shared
Skin_F	HPSI0115i-gost_2	0	shared
Skin_G	HPSI0115i-gost_2	175.773801916933	shared
Skin_H	HPSI0115i-gost_2	139.901597444089	shared
Skin_I	HPSI0115i-gost_2	239.318849840256	shared
UV_Skin_J	HPSI0115i-gost_2	0	shared
Culture	HPSI0115i-hecn_3	0	shared
Skin_B	HPSI0115i-hecn_3	0	shared
Skin_C	HPSI0115i-hecn_3	0	shared
UV_Skin_D	HPSI0115i-hecn_3	63.3020833333333	shared
Skin_E	HPSI0115i-hecn_3	0	shared
Skin_F	HPSI0115i-hecn_3	0	shared
Skin_G	HPSI0115i-hecn_3	57.9375	shared
Skin_H	HPSI0115i-hecn_3	0	shared
Skin_I	HPSI0115i-hecn_3	0	shared
UV_Skin_J	HPSI0115i-hecn_3	0	shared
Culture	HPSI0115i-hecn_6	0	shared
Skin_B	HPSI0115i-hecn_6	0	shared
Skin_C	HPSI0115i-hecn_6	64.9115442278861	shared
UV_Skin_D	HPSI0115i-hecn_6	0	shared
Skin_E	HPSI0115i-hecn_6	0	shared
Skin_F	HPSI0115i-hecn_6	0	shared
Skin_G	HPSI0115i-hecn_6	80.215892053973	shared
Skin_H	HPSI0115i-hecn_6	84.4377811094453	shared
Skin_I	HPSI0115i-hecn_6	0	shared
UV_Skin_J	HPSI0115i-hecn_6	0	shared
Culture	HPSI0115i-iiyk_2	0	shared
Skin_B	HPSI0115i-iiyk_2	99.0578592092575	shared
Skin_C	HPSI0115i-iiyk_2	0	shared
UV_Skin_D	HPSI0115i-iiyk_2	0	shared
Skin_E	HPSI0115i-iiyk_2	0	shared
Skin_F	HPSI0115i-iiyk_2	0	shared
Skin_G	HPSI0115i-iiyk_2	255.303760848602	shared
Skin_H	HPSI0115i-iiyk_2	220.582449373192	shared
Skin_I	HPSI0115i-iiyk_2	232.837029893925	shared
UV_Skin_J	HPSI0115i-iiyk_2	0	shared
Culture	HPSI0115i-iiyk_4	0	shared
Skin_B	HPSI0115i-iiyk_4	41.3352713178295	shared
Skin_C	HPSI0115i-iiyk_4	0	shared
UV_Skin_D	HPSI0115i-iiyk_4	0	shared
Skin_E	HPSI0115i-iiyk_4	0	shared
Skin_F	HPSI0115i-iiyk_4	0	shared
Skin_G	HPSI0115i-iiyk_4	0	shared
Skin_H	HPSI0115i-iiyk_4	0	shared
Skin_I	HPSI0115i-iiyk_4	0	shared
UV_Skin_J	HPSI0115i-iiyk_4	54.218992248062	shared
Culture	HPSI0115i-iuad_2	0	shared
Skin_B	HPSI0115i-iuad_2	0	shared
Skin_C	HPSI0115i-iuad_2	0	shared
UV_Skin_D	HPSI0115i-iuad_2	0	shared
Skin_E	HPSI0115i-iuad_2	0	shared
Skin_F	HPSI0115i-iuad_2	0	shared
Skin_G	HPSI0115i-iuad_2	0	shared
Skin_H	HPSI0115i-iuad_2	0	shared
Skin_I	HPSI0115i-iuad_2	0	shared
UV_Skin_J	HPSI0115i-iuad_2	186.649484536082	shared
Culture	HPSI0115i-iuad_3	0	shared
Skin_B	HPSI0115i-iuad_3	0	shared
Skin_C	HPSI0115i-iuad_3	0	shared
UV_Skin_D	HPSI0115i-iuad_3	46.2435233160622	shared
Skin_E	HPSI0115i-iuad_3	0	shared
Skin_F	HPSI0115i-iuad_3	0	shared
Skin_G	HPSI0115i-iuad_3	32.6424870466321	shared
Skin_H	HPSI0115i-iuad_3	0	shared
Skin_I	HPSI0115i-iuad_3	0	shared
UV_Skin_J	HPSI0115i-iuad_3	0	shared
Culture	HPSI0115i-kozf_1	0	shared
Skin_B	HPSI0115i-kozf_1	0	shared
Skin_C	HPSI0115i-kozf_1	0	shared
UV_Skin_D	HPSI0115i-kozf_1	0	shared
Skin_E	HPSI0115i-kozf_1	0	shared
Skin_F	HPSI0115i-kozf_1	0	shared
Skin_G	HPSI0115i-kozf_1	59.1613756613757	shared
Skin_H	HPSI0115i-kozf_1	50.8677248677249	shared
Skin_I	HPSI0115i-kozf_1	0	shared
UV_Skin_J	HPSI0115i-kozf_1	0	shared
Culture	HPSI0115i-kozf_2	0	shared
Skin_B	HPSI0115i-kozf_2	0	shared
Skin_C	HPSI0115i-kozf_2	0	shared
UV_Skin_D	HPSI0115i-kozf_2	0	shared
Skin_E	HPSI0115i-kozf_2	0	shared
Skin_F	HPSI0115i-kozf_2	0	shared
Skin_G	HPSI0115i-kozf_2	65.8329764453961	shared
Skin_H	HPSI0115i-kozf_2	0	shared
Skin_I	HPSI0115i-kozf_2	65.8329764453961	shared
UV_Skin_J	HPSI0115i-kozf_2	0	shared
Culture	HPSI0115i-melw_1	159.405729513658	shared
Skin_B	HPSI0115i-melw_1	0	shared
Skin_C	HPSI0115i-melw_1	0	shared
UV_Skin_D	HPSI0115i-melw_1	0	shared
Skin_E	HPSI0115i-melw_1	0	shared
Skin_F	HPSI0115i-melw_1	0	shared
Skin_G	HPSI0115i-melw_1	190.37308461026	shared
Skin_H	HPSI0115i-melw_1	0	shared
Skin_I	HPSI0115i-melw_1	0	shared
UV_Skin_J	HPSI0115i-melw_1	0	shared
Culture	HPSI0115i-melw_2	175.437056165268	shared
Skin_B	HPSI0115i-melw_2	0	shared
Skin_C	HPSI0115i-melw_2	0	shared
UV_Skin_D	HPSI0115i-melw_2	195.679793415107	shared
Skin_E	HPSI0115i-melw_2	0	shared
Skin_F	HPSI0115i-melw_2	0	shared
Skin_G	HPSI0115i-melw_2	238.760490639122	shared
Skin_H	HPSI0115i-melw_2	0	shared
Skin_I	HPSI0115i-melw_2	0	shared
